time,num_0,CPU_usage_0,RAM_usage_0,num_1,CPU_usage_1,RAM_usage_1,num_2,CPU_usage_2,RAM_usage_2
29,17526.0,667.4579989000887,505.12287859999816,29685.0,1666.3238369999933,924.79511199961,971.0,73.9165655999996,45.26089339999971
30,54861.0,2474.576859900766,1753.6803943999907,59979.0,3221.2239831999236,3202.2715829698955,653.0,34.777539500000074,17.744810500000103
31,36417.0,1898.2090415000766,1222.9469130003163,36266.0,1768.3478876001066,962.5404259996697,691.0,36.36811610000007,15.966289399999948
32,50315.0,2170.5458474002003,1536.3617968000335,51851.0,2722.1759136999362,1551.6108399692782,483.0,26.086721099999934,10.78619210000001
33,41568.0,1596.7414840000688,1292.6228659999992,27847.0,1572.5799929999234,859.613044999779,590.0,31.389216100000052,14.73034240000004
34,48383.0,2556.63397099974,1751.7273626000022,44002.0,2116.3388551998023,1132.3108759695854,974.0,82.6112561000004,39.39188059999997
35,28524.0,1338.594923800196,1158.4283356001506,33943.0,1836.9271288999096,932.3337649996246,1196.0,47.70403809999993,15.650182400000109
36,15256.0,662.4564823000143,673.9488664999975,21112.0,1183.7850454000352,581.4485539698039,467.0,26.344651699999968,11.570531100000007
37,25638.0,1120.1651023001061,854.884024199952,23201.0,1081.086712999968,522.476075399885,398.0,19.314431099999986,12.417465400000003
38,30689.0,1366.296544300236,1081.186347199893,31731.0,1768.494677199993,1838.5447169696756,365.0,20.626684099999974,9.574988599999983
39,40286.0,1762.6758885006057,1521.1833070000027,21955.0,1257.3398392000388,685.4768376997808,425.0,25.84202979999997,18.184522400000013
40,28136.0,1113.5813934001671,799.1335642001192,19657.0,854.125436099943,739.7964129699477,416.0,20.58324269999998,14.880524600000019
41,22775.0,819.735436000044,490.0203630999496,13630.0,682.7188499999766,437.3113109999708,300.0,14.170569999999982,8.979200400000002
42,32402.0,1229.8464053000416,757.7258040001013,36226.0,1392.019293200161,907.5344179699031,467.0,25.569354199999967,14.4805711
43,15277.0,578.2262963000334,447.2971233999882,28404.0,1283.6010798995144,886.0233619999696,1574.0,93.59559649999744,62.19688469999999
44,19046.0,475.10052670001687,597.1508864000668,18709.0,880.6592764000211,548.2100259698734,1047.0,80.97366219999934,28.468110599999978
45,11177.0,335.11005770001657,311.27332819999884,16701.0,923.978479999993,475.9999659999165,639.0,32.005248600000094,12.813878600000015
46,43343.0,1674.8976557998826,1037.6085211997997,20582.0,1076.4873051999384,548.6877289699844,1086.0,56.481166000000506,17.282099100000117
47,30345.0,1410.825033000167,871.4428619995092,42012.0,2445.976185899975,3506.1057830014347,1028.0,54.428570000000434,18.29841140000015
48,27623.0,1139.5792194000157,697.4962545998836,18719.0,823.7038483999704,544.9820649698454,695.0,34.30363040000003,12.20073560000001
49,24012.0,1023.5882133000116,569.6078833997373,14924.0,733.1253790000516,506.20234499994797,398.0,18.94039899999995,10.394433400000016
50,19371.0,854.1889525000676,527.5318076998607,15387.0,580.3101502000254,339.2005619699427,542.0,22.59205299999993,9.106010599999946
51,20319.0,758.1044439000136,513.3369923999749,10507.0,545.0734999000213,376.12012599996694,814.0,38.75387000000027,15.34718670000001
52,45011.0,1666.7895074001617,1214.4343557001598,36757.0,1545.111284399052,1277.2161869705774,847.0,42.52223800000022,14.718693800000073
53,30584.0,1256.4304032001949,750.5438023999333,22664.0,1278.0923189999676,597.8785679998994,843.0,44.776426000000335,24.80460980000009
54,32497.0,1207.9672069000712,807.5867861999808,27013.0,1390.1388651996458,949.5313579698691,945.0,45.59930100000041,16.564739200000083
55,56655.0,2443.051745199761,1690.0658289999415,34006.0,1694.1167968997775,1282.5963669999503,2218.0,249.5760340000029,121.46357969999701
56,39696.0,1830.657661400015,1312.9262142740563,43442.0,2466.6712013999772,4010.7302009712353,570.0,27.49988719999996,16.948978599999993
57,20986.0,672.5403869000473,353.4710897000046,11014.0,522.1057580000307,509.1336689999983,574.0,24.6945465,10.610223999999972
58,25968.0,910.5922977000247,627.7905563367186,31804.0,671.0210145001105,909.6537499698246,759.0,35.48289940000021,12.217284200000014
59,26465.0,1365.0401532999892,743.758452799762,18926.0,896.2126343000367,740.0777739997759,1173.0,61.16346300000055,17.715164100000294
60,22417.0,1199.1550317998756,566.6710681999086,30436.0,1243.0273567999977,941.2276609698913,2775.0,147.00161970000013,39.07909140000114
61,26602.0,920.0584771000125,1400.6098989997536,34266.0,1290.429199999352,1125.5367419999222,662.0,34.062372999999994,18.80301660000003
62,16526.0,846.3533317000274,484.85302939989845,15778.0,595.6960061999897,334.4682579699292,723.0,34.23921090000004,12.192963199999935
63,16429.0,830.1149172000343,454.65583279993893,29275.0,1060.8142923000705,580.307117999907,754.0,42.33752310000028,13.147542300000053
64,15442.0,749.9575359000187,450.6548629999069,16006.0,606.5482830000145,408.4118719699133,907.0,49.26850480000035,14.266371300000026
65,14147.0,641.5796467000201,356.41125279996965,23386.0,1019.9869700000523,613.390393999843,873.0,54.32049240000022,12.577418600000037
66,19356.0,1002.5579238000844,533.1933995998872,19114.0,710.594468200171,356.0301599700036,1080.0,54.547269000000334,21.76025320000029
67,11832.0,410.83959330005365,283.93310881102184,10469.0,435.91878389998925,244.10988799999953,764.0,36.3736409000003,11.637563800000015
68,33136.0,1756.311213299748,903.1159073053758,26304.0,804.4936324001201,601.0329559697288,5631.0,333.99560920001693,233.82231519999388
69,14375.0,715.8655001000228,412.2243311999852,18409.0,852.5479880000445,480.2562519999015,1040.0,46.91688060000015,20.09747780000017
70,21006.0,1079.6577432999206,708.8949971999239,20179.0,743.5688102000399,417.98378396990006,5288.0,347.34378700000144,323.87777209998546
71,4619.0,93.50139289999642,83.16658899999749,14845.0,399.22932929995426,394.6512669999739,21556.0,1465.195671799481,1540.4672964005715
72,29351.0,1334.455011799882,1044.0116904000631,33469.0,1250.7596969997496,833.6501579695769,34818.0,2440.5230049989905,2660.5041695997315
73,55090.0,2576.9677399998677,1377.4228333998324,25341.0,1077.1339789998826,681.3336879997549,49736.0,3454.0237353983916,3849.4463263974485
74,46425.0,1628.9456559000694,1343.1745529998325,39434.0,1136.6918232000778,1094.5529669699288,52837.0,3644.606397098242,4068.710891697015
75,19904.0,786.0707657999483,630.6996941001304,25944.0,898.5613939000266,909.7174310001806,62859.0,4262.358435397935,4625.389928899167
76,5028.0,129.3575023999987,107.62955939999712,20275.0,535.1110824000276,778.7521729702742,76308.0,5204.289788997337,5781.366878802493
77,13242.0,474.42067829999337,356.9007298443963,39315.0,1319.8293269994974,1370.016911000867,71967.0,4926.36152999754,5540.801351201334
78,39885.0,1572.6384017003584,1146.4074398872297,14413.0,408.0402071999914,447.446177969987,58891.0,4039.7613769979876,4539.014698998348
79,26616.0,888.4022576001024,932.422239553627,20051.0,642.2763923000526,614.9011529998824,57312.0,3930.9212499980717,4399.163826997948
80,37980.0,1212.065861100423,1503.2086369349938,34056.0,1386.5749159994452,1094.1760149703728,51054.0,3507.2571040983394,3914.2325749972933
81,42064.0,1394.7165224003481,1272.799343765455,30220.0,1137.3715939998765,973.9396899999784,48353.0,3318.6401594984004,3725.3592860977046
82,36380.0,1106.2678042002913,1026.201891200002,37688.0,1333.4107061997763,1338.6153619702816,47691.0,3235.3058800985177,3614.398731597908
83,32201.0,1109.5378589001461,895.906906200045,31384.0,1413.3895068992229,1181.779397000191,53083.0,3626.564866198199,4054.8795131970196
84,17400.0,813.3149942998806,475.04660280002247,13444.0,510.22540940000766,550.6125309700262,56444.0,3884.808236198087,4372.131525797785
85,28238.0,1205.0833548000735,856.9246866799301,31714.0,893.0815310000675,963.2437379999687,57824.0,3869.766605798201,4189.865817197136
86,17306.0,788.5843412000369,529.477186179969,20953.0,506.2593411999842,713.0387429700058,59836.0,4120.81573869793,4630.95091539858
87,17811.0,743.6597546998303,889.2699636000445,6331.0,174.88085290001047,156.7239179999973,68261.0,4675.210744997598,5278.234369400654
88,12270.0,537.695174500011,451.9539970000022,9561.0,385.5201634000545,414.1986699700168,67222.0,4608.321859397638,5211.352379500424
89,12112.0,493.252910500001,429.4984322000138,13649.0,292.8980630000182,371.88819300000625,64293.0,4407.947992697756,4991.102588999702
90,17684.0,717.4060276999512,710.9669498000511,39961.0,568.6715282001289,759.7183279701067,50580.0,3463.66255209834,3895.478216497388
91,20103.0,722.2391322998509,2601.3891384007493,19013.0,581.3076389000647,833.9934680000232,67351.0,4562.674150097683,5061.1970840003705
92,33640.0,1231.7911316998172,3291.845760802075,14254.0,233.6985543999687,541.2699379699461,69017.0,4732.223282397568,5344.5936580008465
93,6654.0,188.55848740000022,166.3976926000076,22769.0,913.6708210000437,587.2791099997478,71262.0,4885.696123497475,5529.271726401427
94,5807.0,202.23720710002198,121.93699420000112,11772.0,370.701396200025,307.1107379699811,77278.0,5286.851345997238,5975.1522718028755
95,8375.0,252.28266440003333,292.38197580000764,33474.0,677.6340156002876,481.5953619998714,71646.0,4903.741914697473,5537.997854201447
